Website,Public-Facing
safetyact.gov,Yes
safetycenter.navy.mil,Yes
safetyculture.lbl.gov,No
safetydata.fra.dot.gov,Yes
safetyscreening.ctss.nih.gov,Yes
safework.tva.gov,No
safeworka.tva.gov,No
saffm.hq.af.mil,Yes
safgc.hq.af.mil,Yes
safia.hq.af.mil,Yes
safie.hq.af.mil,Yes
safir.jpl.nasa.gov,Yes
safsq.hq.af.mil,Yes
saga.pmel.noaa.gov,Yes
sage.nasa.gov,Yes
sageearth.northcom.mil,--
sagewind.northcom.mil,Yes
saigportal.ed.gov,No
saigportaltst.ed.gov,No
sailor.navy.mil,Yes
sailor.navy.smil.mil,Yes
saj.usace.army.mil,Yes
sales-d.fdic.gov,No
sales-q.fdic.gov,No
sales-s.fdic.gov,No
sales.fdic.gov,Yes
salesforce.trade.gov,No
saliva.nidcr.nih.gov,Yes
salmonrecovery.gov,No
saltonsea.jpl.nasa.gov,Yes
salud.nih.gov,Yes
salud.ors.od.nih.gov,Yes
sam.gov,Yes
sam.nrel.gov,Yes
sam.usace.army.mil,Yes
sambamurti.phy.bnl.gov,Yes
samhsa.gov,Yes
saml.cdc.gov,No
sample.usembassy.gov,No
sample2.usembassy.gov,No
samples.moonshotbiobank.cancer.gov,No
sams.grc.nasa.gov,Yes
sams.mceits.usmc.mil,Yes
sanctionssearch.ofac.treas.gov,Yes
sanctuaries.noaa.gov,Yes
sand.nwisrl.ars.usda.gov,Yes
sandbox.bluebutton.cms.gov,Yes
sandbox.ntp.niehs.nih.gov,Yes
sandia.gov,Yes
sandiego.jobcorps.gov,Yes
sandiego.tricare.mil,Yes
sanipueblo.nsopw.gov,Yes
sanjose.jobcorps.gov,Yes
santaana.nsopw.gov,Yes
santee.nsopw.gov,Yes
santodomingo.nsopw.gov,Yes
saos.fec.gov,Yes
saphire.inl.gov,Yes
sapr.mil,Yes
sarape.sandia.gov,Yes
sarcoma.cancer.gov,No
sarcomacelllines.cancer.gov,Yes
sardinia.nia.nih.gov,Yes
sarmis.secnav.navy.mil,Yes
sas.cit.nih.gov,Yes
sas.ncdc.navy.mil,--
sas.usace.army.mil,Yes
sass.fletc.dhs.gov,Yes
satable.ncep.noaa.gov,Yes
satepsanone.espc.nesdis.noaa.gov,Yes
satepsanone.nesdis.noaa.gov,Yes
saturdaymorningphysics.fnal.gov,Yes
save.uscis.gov,Yes
savingmatters.dol.gov,Yes
saw.usace.army.mil,Yes
sayatnova.jpl.nasa.gov,No
sba.gov,Yes
sbageotask.larc.nasa.gov,No
sbax.sba.gov,Yes
sbecs.treas.gov,Yes
sbg.jpl.nasa.gov,Yes
sbicweb.sba.gov,No
sbir.cancer.gov,Yes
sbir.darpa.mil,Yes
sbir.gov,Yes
sbir.nasa.gov,No
sbl.lbl.gov,Yes
sbn-docdb.fnal.gov,Yes
sbn-nd.fnal.gov,Yes
sbn.fnal.gov,Yes
sbrsfa.velo.pnnl.gov,No
sbst.gov,Yes
sbtribes.nsopw.gov,Yes
sbuv.gsfc.nasa.gov,Yes
sbx.tms.va.gov,No
scan-now.gsfc.nasa.gov,Yes
scan.cloud.nih.gov,Yes
scat.nsopw.gov,Yes
scatlaslc.ccr.cancer.gov,Yes
scclia.cms.gov,Yes
scet07.lbl.gov,Yes
scguard.ng.mil,Yes
schedule.cc.nih.gov,No
scheduler.ors.od.nih.gov,Yes
schematronvalidator.nemsis.org,Yes
schenck.jobcorps.gov,Yes
scholarappadmin.udall.gov,Yes
scholarshipapp.udall.gov,Yes
schoolsafety.gov,Yes
schriever.spaceforce.mil,Yes
sci.cdan.dot.gov,Yes
sci.va.gov,Yes
scicolloq.gsfc.nasa.gov,Yes
scidac.gov,Yes
science-css.gsfc.nasa.gov,Yes
science-data.larc.nasa.gov,Yes
science.data.nasa.gov,Yes
science.education.nih.gov,Yes
science.gov,Yes
science.gsfc.nasa.gov,Yes
science.jpl.nasa.gov,Yes
science.larc.nasa.gov,Yes
science.msfc.nasa.gov,Yes
science.nasa.gov,Yes
science.nichd.nih.gov,No
science.osti.gov,Yes
science.wff.nasa.gov,No
science3.nasa.gov,Yes
scienceandtechnology.jpl.nasa.gov,Yes
sciencebase.gov,Yes
sciencecareers.apps.nasa.gov,Yes
sciencecouncil.noaa.gov,Yes
sciencediscoveryengine.nasa.gov,Yes
sciencetalks.jpl.nasa.gov,Yes
scientificadvisoryboard.af.mil,Yes
scientificdiscoveries.ars.usda.gov,Yes
scifli.larc.nasa.gov,Yes
scijinks.gov,Yes
scinet.usda.gov,Yes
scintillator.lbl.gov,Yes
scisoft.fnal.gov,Yes
sclccelllines.cancer.gov,Yes
scms.usaid.gov,No
scool.larc.nasa.gov,Yes
scopereview.gsa.gov,Yes
score.fmcsa.dot.gov,Yes
scott.af.mil,Yes
scott.tricare.mil,Yes
scout.energy.gov,Yes
scra.dmdc.osd.mil,Yes
screening.nationalblueribbonschools.ed.gov,Yes
scribenet.response.epa.gov,No
scsshore.noaa.gov,Yes
sctribe.nsopw.gov,Yes
scwg.cap.gov,Yes
sd.ng.mil,Yes
sd.nichd.nih.gov,Yes
sd.usembassy.gov,Yes
sd.vte.training.navy.mil,Yes
sda.mil,Yes
sdac.virtualsolar.org,Yes
sdat.noaa.gov,No
sdg.data.gov,Yes
sdilvpn.jsc.nasa.gov,No
sdm.lbl.gov,Yes
sdmc.jpl.nasa.gov,Yes
sdmdataaccess.nrcs.usda.gov,Yes
sdmmp.com,Yes
sdms.ak.blm.gov,Yes
sdms.cr.usgs.gov,Yes
sdo.gsfc.nasa.gov,Yes
sdr.gov,Yes
sdremedyweb.sd.fisc.navy.mil,Yes
sds.erma.noaa.gov,No
sdtmut.fincen.treas.gov,Yes
sdtmut1.fincen.treas.gov,No
sdwg.cap.gov,Yes
sdwis.epa.gov,Yes
se.usembassy.gov,Yes
seabass.gsfc.nasa.gov,Yes
seabeemagazine.navylive.dodlive.mil,Yes
seadas.gsfc.nasa.gov,Yes
seafoodinspection.nmfs.noaa.gov,Yes
seagrant.noaa.gov,Yes
seagull.epa.gov,Yes
seahorse3.nhc.noaa.gov,No
sealevel-nexus.jpl.nasa.gov,Yes
sealevel.jpl.nasa.gov,Yes
sealevel.nasa.gov,Yes
seamlessrnc.nauticalcharts.noaa.gov,No
seaport.navy.mil,Yes
seaportal.dol.gov,Yes
search-origin.cdc.gov,No
search.ahrq.gov,Yes
search.archives.gov,Yes
search.darpa.mil,--
search.deadiversion.usdoj.gov,Yes
search.earthdata.nasa.gov,Yes
search.epa.gov,Yes
search.gov,Yes
search.grants.nih.gov,No
search.lbl.gov,Yes
search.nal.usda.gov,Yes
search.osha.gov,No
searchappeals.dol.gov,Yes
searcher-green.lanl.gov,No
searchpub.nssc.nasa.gov,Yes
seashare.spawar.navy.mil,Yes
seasonaljobs.dol.gov,Yes
seat1.cpf.navy.mil,Yes
seat1.nmci.navy.mil,Yes
seatool.epa.gov,Yes
seatracq.nslc.navy.mil,Yes
seattle.eric.research.va.gov,Yes
seattledenvercoin.research.va.gov,Yes
seaway.dot.gov,Yes
seawifs.gsfc.nasa.gov,Yes
sec.gov,Yes
sec.usajobs.gov,Yes
sec353ext.jpl.nasa.gov,Yes
secatchshares.fisheries.noaa.gov,Yes
secauth.nv.doe.gov,No
secnav.navy.mil,Yes
secondarycities.state.gov,Yes
secpriv.lbl.gov,Yes
secretsdeclassified.af.mil,Yes
secretservice.gov,Yes
section14c.dol.gov,Yes
section508.gov,Yes
section508.va.gov,Yes
sector33.xray.aps.anl.gov,No
sector34.xray.aps.anl.gov,No
sector9.xray.aps.anl.gov,No
secure-east.netl.doe.gov,Yes
secure-west.netl.doe.gov,Yes
secure.dot.gov,No
secure.jten.mil,--
secure.login.gov,No
secure.ssa.gov,No
secureauth.gsa.gov,No
securedata.ihs.gov,No
securedev.ncbi.nlm.nih.gov,No
secureeast.lm.doe.gov,No
secureemail.nih.gov,No
securemail.fdic.gov,Yes
securemail.hudoig.gov,No
securemail.opm.gov,No
securemail1.doioig.gov,No
securesrtr.transplant.hrsa.gov,Yes
securetransport.ibc.doi.gov,No
securewest.lm.doe.gov,No
securexfer.ncua.gov,No
securid.cdc.gov,No
security.cms.gov,Yes
security.nih.gov,Yes
securityandemergencyservices.lbl.gov,Yes
securityawareness.usalearning.gov,No
securitytouch.ed.gov,Yes
sed.gsfc.nasa.gov,Yes
sedfitsedphat.nibib.nih.gov,Yes
sedir.cse.spawar.navy.mil,Yes
sedupdate.gsfc.nasa.gov,No
sedwebdev-admin.gsfc.nasa.gov,No
sedwebdev-new.gsfc.nasa.gov,No
sedwebdev.gsfc.nasa.gov,No
sedwebtest-new.gsfc.nasa.gov,No
seec.gsfc.nasa.gov,Yes
seecdev.gsfc.nasa.gov,No
seed.nih.gov,Yes
seedfund.nsf.gov,Yes
seeds.lbl.gov,Yes
seedv2.lbl.gov,Yes
seek.niehs.nih.gov,Yes
seer.cancer.gov,Yes
seerdataaccess.cancer.gov,Yes
selectagents.gov,Yes
selfservice.inl.gov,Yes
sem.dol.gov,Yes
seminolenation.nsopw.gov,Yes
semrep-wip.lhcaws.nlm.nih.gov,No
sems.dc3n.navy.mil,Yes
sems.epa.gov,Yes
sems.sscno.nmci.navy.mil,Yes
semspub.epa.gov,Yes
seniorfellows.gsfc.nasa.gov,Yes
sep.ccmc.gsfc.nasa.gov,Yes
seqapass.epa.gov,Yes
seqdata.uspto.gov,Yes
sequedex.lanl.gov,Yes
ser.cap.gov,Yes
sers.fec.gov,Yes
service-portal.ocio.edc.usda.gov,No
service.cancer.gov,Yes
servicedelivery.tva.gov,No
servicedesk.gfdl.noaa.gov,No
servicenow.anl.gov,No
servicenow.les.mil,Yes
servicenow.tva.gov,No
services.dat.noaa.gov,No
services.geo.census.gov,No
services.hud.gov,No
services.irs.gov,Yes
services.od.nih.gov,Yes
services.swpc.noaa.gov,No
services.swpc.woc.noaa.gov,No
services.usaccess.gsa.gov,No
servicesonline.opm.gov,Yes
ses-rtmcpro.bnl.gov,Yes
ses.gsfc.nasa.gov,Yes
ses.lbl.gov,Yes
sesi.gsfc.nasa.gov,Yes
setup.photosentinel.com,No
sewp-avi-lb-pz.sewp.nasa.gov,No
sewp.nasa.gov,Yes
sewp1-2-pz.sewp.nasa.gov,No
seymourjohnson.af.mil,Yes
seymourjohnson.tricare.mil,Yes
sfa.ird.appdat.jsc.nasa.gov,No
sfa.jsc.nasa.gov,Yes
sfb.dodlive.mil,Yes
sfc.doc.gov,No
sfgrants.eda.gov,Yes
sfim.cnic.navy.mil,Yes
sflthredds.er.usgs.gov,Yes
sfm.fmcsa.dot.gov,No
sfs.opm.gov,Yes
sft.doc.gov,No
sft2.doc.gov,No
sftool.gov,Yes
sftp.afsc.noaa.gov,No
sftp1.phmsa.dot.gov,Yes
sg-sp.tsa.dhs.gov,Yes
sg.bio.anl.gov,No
sg.usembassy.gov,Yes
sgeportal.od.nih.gov,Yes
sgisnidillr.acl.gov,Yes
sgita.epa.gov,Yes
sgmap.nidcr.nih.gov,Yes
sgp.gsfc.nasa.gov,Yes
sgreports.nlm.nih.gov,Yes
sgtt.sandia.gov,No
shadowsedge.mil,Yes
shapememory.grc.nasa.gov,Yes
share.america.gov,Yes
share.dhs.gov,No
share.hsinuat.dhs.gov,No
share.ies.ed.gov,Yes
sharefile-atl-zone1.cdc.gov,No
sharepoint.cran.nmci.navy.smil.mil,Yes
sharing.nih.gov,Yes
sharkcode.ornl.gov,Yes
sharp.lbl.gov,Yes
sharp.nmci.navy.mil,Yes
shaw.af.mil,Yes
shaw.tricare.mil,Yes
shelflife.dla.mil,--
shemesh.larc.nasa.gov,Yes
sheppard.af.mil,Yes
sheppard.tricare.mil,Yes
shipname.navy.smil.mil,Yes
shm.cc.nih.gov,No
shoalwaterbay.nsopw.gov,Yes
shoc.af.mil,Yes
shop.nist.gov,Yes
shoreline.chs.coast.noaa.gov,No
shoreline.noaa.gov,Yes
shoreline.qa.coast.noaa.gov,No
shreveport.jobcorps.gov,Yes
shriver.jobcorps.gov,Yes
shuttle.nih.gov,No
shuttle.od.nih.gov,No
si.usembassy.gov,Yes
siatss.navy.mil,Yes
sibr.nist.gov,Yes
sicapdep.ncua.gov,Yes
sicarius.wr.usgs.gov,Yes
sideshow.jpl.nasa.gov,No
sierra.army.mil,Yes
sierrafire.cr.usgs.gov,Yes
sierranevada.jobcorps.gov,Yes
sierrawild.gov,Yes
sif.ameslab.gov,Yes
sift.pmel.noaa.gov,Yes
sigar.mil,Yes
sigma.mcs.anl.gov,Yes
signal.niaid.nih.gov,Yes
signalboosters.fcc.gov,Yes
signin.johndeere.com,No
signin.usastaffing.gov,Yes
signon.eia.doe.gov,No
signon.jgi.doe.gov,No
signs.nnlm.gov,Yes
sigonella.tricare.mil,Yes
sigpr.gov,Yes
sigs.nih.gov,Yes
sigtarp.gov,Yes
silentthunder.sandia.gov,Yes
simergy-beta.lbl.gov,No
simergy.lbl.gov,No
simon.er.usgs.gov,Yes
simpler.grants.gov,Yes
simplereport.gov,Yes
simplex.giss.nasa.gov,Yes
sims.dc3n.navy.mil,Yes
simulationresearch.lbl.gov,Yes
simx.lanl.gov,Yes
singularity.lbl.gov,No
sip.evs.cancer.gov,Yes
sirs.acl.gov,No
sis.nws.noaa.gov,Yes
sisl.jsc.nasa.gov,Yes
siss.fincen.gov,No
sisterstudy.niehs.nih.gov,Yes
sit-tsdr.etc.uspto.gov,No
sit.urs.earthdata.nasa.gov,No
site.healthit.gov,Yes
sites.ed.gov,Yes
sites.gsl.noaa.gov,Yes
sites.nlm.nih.gov,Yes
sites.ntc.doe.gov,No
sites.wff.nasa.gov,Yes
siteunavailable.od.nih.gov,No
situationroom.archives.gov,Yes
sja.marines.mil,Yes
sjha.lbl.gov,No
sjogrens.nidcr.nih.gov,Yes
sjplimp.github.io,Yes
sk.usembassy.gov,Yes
sked.abl.navy.mil,Yes
skillbridge.osd.mil,Yes
skr.nsis.anl.gov,No
skys.gsfc.nasa.gov,Yes
skysoldiers.army.mil,Yes
skyview.gsfc.nasa.gov,Yes
sl-biodp.nci.nih.gov,Yes
sl.nci.nih.gov,Yes
sl.usembassy.gov,Yes
sldcada.dc3n.navy.mil,Yes
slds.ed.gov,Yes
sleexercise.ctss.nih.gov,Yes
slicwave.crane.navy.mil,Yes
slid.bis.doc.gov,No
slos.ctss.nih.gov,Yes
slosh.nws.noaa.gov,Yes
slst.usajobs.gov,Yes
slsvvpub1.hosc.msfc.nasa.gov,No
slsvvpub1ms.hosc.msfc.nasa.gov,No
slsvvpub1owa.hosc.msfc.nasa.gov,No
slsvvpub1sk.hosc.msfc.nasa.gov,No
slsvvpub1sp.hosc.msfc.nasa.gov,No
slsvvpub2.hosc.msfc.nasa.gov,No
sm.usmission.gov,Yes
sma.gsfc.nasa.gov,Yes
sma.nasa.gov,Yes
small-angle.aps.anl.gov,Yes
smallsat.wff.nasa.gov,Yes
smallworlds.cels.anl.gov,Yes
smap.jpl.nasa.gov,Yes
smart.ojp.gov,Yes
smartech.sc.egov.usda.gov,No
smartgrid.gov,Yes
smartpay.gsa.gov,Yes
smartskies.nasa.gov,Yes
smartvoucher.dfas.mil,Yes
smartwebmove.navsup.navy.mil,Yes
smdc.army.mil,Yes
smds.navair.navy.smil.mil,Yes
smm.nichd.nih.gov,No
smmc.marines.mil,Yes
smmis.submepp.navy.mil,Yes
smmp-mc.usmc.mil,Yes
smokefree.gov,Yes
smokiespermits.nps.gov,Yes
smpship.acl.gov,No
smrb.od.nih.gov,Yes
sms.dc3n.navy.mil,--
sms.erdc.dren.mil,Yes
smtc.dodlive.mil,Yes
sn.usembassy.gov,Yes
snacregister.samhsa.gov,Yes
snaped.fns.usda.gov,Yes
snapp-frontend.bldc.nwave.noaa.gov,No
snapp-frontend.ctc.nwave.noaa.gov,No
snapp-portal.bldc.nwave.noaa.gov,No
snapqcs.fns.usda.gov,No
snapr.bis.doc.gov,No
snaptoskills.fns.usda.gov,Yes
snasts.navy.mil,Yes
snengs.nichd.nih.gov,Yes
snews.bnl.gov,Yes
snfactory.lbl.gov,Yes
snow.nasa.gov,Yes
snpfisher.nichd.nih.gov,Yes
snpinfo.niehs.nih.gov,Yes
snplma.blm.gov,Yes
snpp-omps.gesdisc.eosdis.nasa.gov,No
snpp-sounder.gesdisc.eosdis.nasa.gov,No
snppl0.gesdisc.eosdis.nasa.gov,No
sns.gov,Yes
so.lbl.gov,Yes
so.usembassy.gov,Yes
so2.gsfc.nasa.gov,Yes
soa-ext.fas.gsa.gov,No
soa.tva.gov,No
soars.lm.doe.gov,No
soartrack.samhsa.gov,Yes
soarworks.samhsa.gov,Yes
soc.mil,Yes
soccer.nci.nih.gov,Yes
socialforms.nasa.gov,Yes
socialwork.va.gov,Yes
socom.mil,Yes
socrates.pnnl.gov,No
soes.dmdc.osd.mil,Yes
software.af.mil,Yes
software.nasa.gov,Yes
soho.nascom.nasa.gov,Yes
sohodb.nascom.nasa.gov,No
sohoftp.nascom.nasa.gov,No
soieast.marines.mil,Yes
soilseries.sc.egov.usda.gov,No
soilseriesdesc.sc.egov.usda.gov,No
soiwest.marines.mil,Yes
solarb.msfc.nasa.gov,Yes
solardecathlon.gov,Yes
solareis.anl.gov,Yes
solarmapper.anl.gov,Yes
solarscience.msfc.nasa.gov,Yes
solarsystem.nasa.gov,Yes
solarsystem1.jpl.nasa.gov,No
solc.gsfc.nasa.gov,Yes
soldierforlife.army.mil,Yes
solrad-net.gsfc.nasa.gov,Yes
solruat.opm.gov,No
solve.lanl.gov,No
soma.larc.nasa.gov,Yes
sonarqubedev.usaid.gov,No
sop.ahf.nmci.navy.mil,Yes
sopsdatabase.ahrq.gov,Yes
sor-scc-api.epa.gov,Yes
sor.epa.gov,Yes
sorndashboard.fpc.gov,Yes
sorry.fnal.gov,Yes
sos.noaa.gov,Yes
sos.tva.gov,No
sounder.gesdisc.eosdis.nasa.gov,No
southbronx.jobcorps.gov,Yes
southcom.mil,Yes
southcomclinic.tricare.mil,Yes
southeast-mdc.diver.orr.noaa.gov,Yes
southeast.va.gov,Yes
sp.arsnet.usda.gov,No
sp.nis.navy.mil,Yes
spa.usace.army.mil,Yes
space-geodesy.nasa.gov,Yes
space.commerce.gov,Yes
space.jpl.nasa.gov,Yes
spacebasedelta1.spaceforce.mil,Yes
spacecom.mil,Yes
spacecube.nasa.gov,Yes
spaceforce.mil,Yes
spaceforces-space.mil,Yes
spacemath.gsfc.nasa.gov,Yes
spaceplace.nasa.gov,Yes
spaceradiation.larc.nasa.gov,Yes
spacescience.msfc.nasa.gov,Yes
spacesounds.msfc.nasa.gov,Yes
spacestem.nasa.gov,No
spaceweather.gov,Yes
span.ctss.nih.gov,Yes
spangdahlem.af.mil,Yes
spangdahlem.tricare.mil,Yes
spanweb.dtsa.mil,Yes
sparc.usda.gov,No
spark.tva.gov,No
sparks.nhtsa.dot.gov,Yes
sparq.doleta.gov,No
spars-sts.samhsa.gov,No
spars.samhsa.gov,Yes
sparta.github.io,Yes
spawar-maintenance.navy.mil,Yes
spawar.navy.smil.mil,Yes
spc.noaa.gov,Yes
spd.usace.army.mil,Yes
spd15revision.gov,Yes
spdatawarehouse.gsa.gov,Yes
spdf.gsfc.nasa.gov,Yes
spdf1.sci.gsfc.nasa.gov,Yes
speakerkit.state.gov,No
speakers.grc.nasa.gov,No
spear.navy.mil,Yes
spec.jpl.nasa.gov,Yes
specializedscientificjobs.nih.gov,Yes
specialwarfaretw.af.mil,Yes
specimens.cancer.gov,Yes
speclib.jpl.nasa.gov,Yes
specs.cttso.gov,Yes
spectrum.niaaa.nih.gov,Yes
spectrum.tva.gov,No
speedtest.erdc.dren.mil,Yes
speedtest2.pnl.gov,Yes
spextrow.tva.gov,No
spi-data.bjs.ojp.gov,No
spider.navy.mil,Yes
spiders.navfac.navy.mil,--
spinoff.nasa.gov,Yes
spiritlake.nsopw.gov,Yes
spk-wc.usace.army.mil,Yes
spk.usace.army.mil,Yes
spl.usace.army.mil,Yes
spmide.plm.dc3n.navy.mil,Yes
spn.usace.army.mil,Yes
spo.lbl.gov,Yes
spo.nmfs.noaa.gov,Yes
spoc.spaceforce.mil,Yes
spokanetribe.nsopw.gov,Yes
sports.larc.nasa.gov,Yes
spotlight.nlm.nih.gov,Yes
spotthestation-preprod.hqmce.nasa.gov,No
spotthestation.nasa.gov,Yes
spparks.github.io,Yes
springdale.jobcorps.gov,Yes
sprouts.ctss.nih.gov,Yes
sprs.csd.disa.mil,--
sprucedata.ornl.gov,Yes
sps.fiscal.treasury.gov,No
sps.fms.treas.gov,No
sps.spr.energy.gov,Yes
spsrch.cit.nih.gov,No
spsweb.fltops.jpl.nasa.gov,Yes
sqa.eauth.va.gov,No
sqa.fed.eauth.va.gov,No
sqa.pki.eauth.va.gov,No
squaxinisland.nsopw.gov,Yes
sr.usembassy.gov,Yes
sra-vpn.census.gov,No
srag-msrem.jsc.nasa.gov,No
srag.jsc.nasa.gov,Yes
srdata.nist.gov,Yes
srdocuments.bpa.gov,Yes
srdrplus.ahrq.gov,Yes
srf.navy.mil,Yes
srhvpn.srh.noaa.gov,No
sri2010.aps.anl.gov,Yes
srp.fas.gsa.gov,Yes
srpmic.nsopw.gov,Yes
srs.fdic.gov,Yes
srs.gov,Yes
srst.nsopw.gov,Yes
srtr.transplant.hrsa.gov,Yes
srtsweb.amedd.army.mil,Yes
ss.fca.gov,No
ss.usembassy.gov,Yes
ssa.gov,Yes
ssa.usajobs.gov,Yes
ssabest.benefits.gov,Yes
ssai.usajobs.gov,Yes
ssavpn.ssa.gov,No
ssc.spaceforce.mil,Yes
sscc.nimh.nih.gov,Yes
sscr.osmre.gov,Yes
ssctdpub.ssc.nasa.gov,Yes
sscweb.gsfc.nasa.gov,Yes
sscwebpub.ssc.nasa.gov,Yes
ssd-api.jpl.nasa.gov,No
ssd.jpl.nasa.gov,Yes
ssd.wrh.noaa.gov,Yes
ssed.gsfc.nasa.gov,Yes
sservi.nasa.gov,Yes
ssfl.msfc.nasa.gov,Yes
ssl2.kpt.nuwc.navy.mil,Yes
ssldata.nrcs.usda.gov,No
ssldata.sc.egov.usda.gov,No
sslportal.oig.hhs.gov,No
sso-dev2.csp.noaa.gov,No
sso-dev3.csp.noaa.gov,No
sso-east.csp.noaa.gov,No
sso-north.csp.noaa.gov,No
sso-west.csp.noaa.gov,No
sso.arm.gov,No
sso.ccs.ornl.gov,No
sso.cdan.dot.gov,Yes
sso.darpa.mil,Yes
sso.noaa.gov,No
sso.sandia.gov,No
sso.tfs.usmc.mil,Yes
sso.treasury.gov,No
sso.usaid.gov,No
sso.verizonenterprise.com,No
ssologon.iam.va.gov,No
ssouat.usaid.gov,No
ssp.navy.mil,Yes
ssp.nuwc.navy.mil,Yes
ssr.nwisrl.ars.usda.gov,Yes
sss.gov,Yes
sst.ornl.gov,Yes
ssuesxwi.supship.navy.mil,Yes
ssv.census.gov,Yes
st.jpl.nasa.gov,No
st2.ntia.doc.gov,No
stab.larc.nasa.gov,Yes
stabserv.larc.nasa.gov,Yes
stac.astrogeology.usgs.gov,Yes
staff.commerce.gov,No
staffdirectory.nigms.nih.gov,Yes
staffprofiles.cancer.gov,Yes
stage-jnxt.jten.mil,--
stage.fra.dot.gov,Yes
stage.jllis.mil,--
staging.energyright.com,Yes
stagingws.grants.gov,No
stan3.navy.mil,Yes
standards.doe.gov,Yes
standards.its.dot.gov,Yes
standards.nasa.gov,Yes
standby.lbl.gov,Yes
star.lincs.ed.gov,Yes
star.nesdis.noaa.gov,Yes
starchild.gsfc.nasa.gov,Yes
starcom.spaceforce.mil,Yes
stardev.lincs.ed.gov,No
stars.acl.gov,No
starsio.doe.gov,No
state-tables.fdic.gov,Yes
state.gov,Yes
state.usajobs.gov,Yes
statecancerprofiles.cancer.gov,Yes
statecollection.census.gov,Yes
statemag.state.gov,No
stateoftheocean.osmc.noaa.gov,Yes
stateoig.gov,Yes
statepolicy.militaryonesource.mil,Yes
statfund.cancer.gov,Yes
static.nhtsa.gov,Yes
statistics.usajobs.gov,Yes
stats.bls.gov,No
stats.sscno.nmci.navy.mil,Yes
statspolicy.gov,Yes
status.alcf.anl.gov,No
status.earthdata.nasa.gov,Yes
status.lbl.gov,No
status.nsls2.bnl.gov,No
status.sit.earthdata.nasa.gov,No
status.sns.ornl.gov,No
statuschecker.fgdc.gov,Yes
stayexempt.irs.gov,Yes
stb.gov,Yes
sted.larc.nasa.gov,No
steel.trade.gov,No
stellwagen.er.usgs.gov,Yes
stellwagen.noaa.gov,Yes
stem.nasa.gov,Yes
stem.usajobs.gov,Yes
stemcelldb.nih.gov,Yes
stemcells.nih.gov,Yes
stemgateway.nasa.gov,Yes
step.nasa.gov,Yes
step.nih.gov,No
step.state.gov,Yes
stepitup.ctss.nih.gov,Yes
stereo-ssc.nascom.nasa.gov,No
stereo.gsfc.nasa.gov,Yes
stereo.nascom.nasa.gov,Yes
stewardship.lbl.gov,No
stg-admin.foia.gov,No
stg-api2.foia.gov,No
stg-aspr.hhs.gov,No
stg-asprportal.hhs.gov,No
stg-asprwg.hhs.gov,No
stg-asprwgpublic.hhs.gov,No
stg-foia.gov,No
stg-marketplace.geoplatform.gov,No
stg-mysitendms.hhs.gov,No
stg-ndms.hhs.gov,No
stg-phe.hhs.gov,No
stgdatatools.samhsa.gov,No
sti.nasa.gov,Yes
stlouis.jobcorps.gov,Yes
stm.foh.psc.gov,No
stm.lbl.gov,Yes
stn.wim.usgs.gov,Yes
stnw.nhtsa.gov,Yes
stopalcoholabuse.gov,Yes
stopbullying.gov,Yes
stopfakes.gov,Yes
store.pnnl.gov,Yes
store.samhsa.gov,Yes
store.usgs.gov,Yes
storefront.bpa.gov,No
storefront.disa.mil,Yes
storm.aoml.noaa.gov,Yes
storm.pps.eosdis.nasa.gov,Yes
storms.ngs.noaa.gov,Yes
stormscdn.ngs.noaa.gov,Yes
story.consumerfinance.gov,Yes
stoves.lbl.gov,Yes
stp.gsfc.nasa.gov,Yes
stportal.wapa.gov,No
str.gsa.gov,Yes
strap-prod-sg.ha.nci.nih.gov,No
strap.nci.nih.gov,Yes
strap.nhtsa.dot.gov,Yes
stratcom.mil,Yes
strategy.data.gov,Yes
stratis.usmc.mil,Yes
strbase-archive.nist.gov,Yes
strbase.nist.gov,Yes
streaming.lbl.gov,No
streamstatsags.cr.usgs.gov,Yes
stress.ctss.nih.gov,Yes
stroke.cindrr.research.va.gov,Yes
strs.grc.nasa.gov,Yes
structure.ncbi.nlm.nih.gov,Yes
stsstg.nih.gov,No
studentaid.gov,Yes
studentprivacy.ed.gov,Yes
studyabroad.state.gov,Yes
studycatalog.cancer.gov,Yes
studyguides.af.mil,Yes
studyinthestates.dhs.gov,Yes
styleguide.healthcare.gov,Yes
sublant.usff.navy.mil,Yes
submit.dtic.mil,--
submit.nal.usda.gov,Yes
submit.ncbi.nlm.nih.gov,Yes
submitpls.imls.gov,No
subscription.nhlbi.nih.gov,No
subset.larc.nasa.gov,Yes
suitability.nsf.gov,Yes
summerhealthdisparities.nimhd.nih.gov,No
sunclimate.gsfc.nasa.gov,Yes
sunearthday.nasa.gov,Yes
suns.sandia.gov,Yes
supercdms-docdb.fnal.gov,Yes
supernova.lbl.gov,Yes
supplier.tva.com,No
supplier.tva.gov,No
supplierportal.jpl.nasa.gov,Yes
supplierregistration-dev.azurewebsites.net,No
supplychain.gsfc.nasa.gov,Yes
support.bnl.gov,No
support.bsee.gov,No
support.dol.gov,No
support.gsaig.gov,No
support.niddk.nih.gov,No
support.nlm.nih.gov,Yes
support.ntsb.gov,No
support.oig.doc.gov,No
support.sms.erdc.dren.mil,Yes
support.srh.noaa.gov,No
support.ttb.gov,No
supportorgs.cancer.gov,Yes
supportrequest.militaryonesource.mil,Yes
